Дата свершения транзакции;Идентификатор акции;Маркер контрольной группы;Идентификатор клиента;Идентификатор свершенной транзакции;Оборот по транзакции (рубли + бонусы);Оборот по транзакции (рубли);Сумма начисленных бонусов по транзакции
25.12.2019 15:27;Целевая 7% на Новых;false;304179930;106217705479;7;7,06;0,21
21.12.2019 14:25;Целевая 7% на Новых;false;214138936;105804510301;975;487,33;14,62
16.12.2019 15:14;Целевая 7% на Новых;false;236635914;105283649952;1 224;612,20;42,86
16.12.2019 20:45;Целевая 6% на Отток;false;241148811;105310664600;1 030;515,58;30,93
16.12.2019 15:11;Целевая 7% на Новых;false;309815107;105283373182;83;83,34;2,50
12.12.2019 18:27;Целевая 7% на Новых;false;238444816;104917244911;717;359,78;25,19
04.12.2019 12:07;Целевая 7% на Новых;false;266407420;104006274753;97;49,44;3,46
29.12.2019 12:40;Целевая 6% на Отток;false;214898685;106680585614;1 526;1 355,93;40,68
03.01.2020 9:37;Целевая 6% на Отток;false;213102540;106995504457;874;437,89;26,27
22.12.2019 19:08;Целевая 7% на Новых;false;225587150;105919528299;1 129;565,02;39,55
03.12.2019 10:51;Целевая 7% на Новых;false;237650903;103895467529;57;28,25;1,98
09.12.2019 12:09;Целевая 7% на Новых;false;215149286;104542885406;322;321,64;22,52
06.12.2019 10:50;Целевая 7% на Новых;false;213293698;104223328775;186;92,88;6,50
19.12.2019 10:49;Целевая 7% на Новых;false;220633484;105534448685;41;40,96;2,87
27.12.2019 11:58;Целевая 7% на Новых;false;213328575;106426264686;202;202,28;6,07
27.12.2019 20:42;Целевая 7% на Новых;false;295848846;106476384434;225;113,00;7,91
27.12.2019 22:42;Целевая 7% на Новых;false;213086461;106488650874;877;438,70;30,71
05.12.2019 8:09;Целевая 7% на Новых;false;243324648;104127378418;1 835;1 566,52;109,66
13.12.2019 9:57;Целевая 7% на Новых;false;217193821;104985203904;757;378,56;26,50
03.12.2019 8:53;Целевая 7% на Новых;false;213076039;103886059611;1 581;791,03;55,37
28.12.2019 13:53;Целевая 7% на Новых;false;212776134;106566979136;140;70,63;4,94
29.12.2019 0:19;Целевая 7% на Новых;false;238116264;106627772302;886;885,67;62,00
11.12.2019 9:47;Целевая 7% на Новых;false;234874737;104758909217;63;32,35;2,27
06.12.2019 15:20;Целевая 7% на Новых;false;212838688;104247734554;31;31,08;2,18
26.12.2019 17:00;Целевая 7% на Новых;false;290617035;106319498983;83;82,78;5,79
12.12.2019 17:14;Целевая 7% на Новых;false;224892558;104910235585;2 371;1 185,59;82,99
04.12.2019 17:53;Целевая 7% на Новых;false;202613662;104042259818;622;310,78;21,75
29.12.2019 11:23;Целевая 7% на Новых;false;271832199;106675666762;225;158,21;11,07
07.12.2019 13:22;Целевая 7% на Новых;false;212827793;104366362393;893;446,37;31,25
18.12.2019 16:42;Целевая 7% на Новых;false;212854541;105477568147;136;135,61;9,49
11.12.2019 19:03;Целевая 7% на Новых;false;275945693;104803771799;8;7,91;0,55
30.12.2019 12:53;Целевая 7% на Новых;false;233448662;106779662496;182;182,22;12,76
27.12.2019 16:43;Целевая 7% на Новых;false;212886290;106453953773;1 127;564,63;39,52
21.12.2019 13:51;Целевая 6% на Отток;false;213265918;105801440230;631;316,41;9,49
12.12.2019 15:32;Целевая 6% на Отток;false;220482401;104900989588;1 713;857,14;51,42
04.12.2019 16:26;Контрольная 7% на Новых;true;213306991;104032538216;457;456,68;13,70
23.12.2019 13:49;Контрольная 7% на Новых;true;228392120;106000111582;1 972;985,96;29,58
17.12.2019 10:55;Целевая 7% на Новых;false;213915778;105371113157;364;182,22;12,76
05.12.2019 14:39;Целевая 7% на Новых;false;211837504;104150835677;138;69,22;4,85
13.12.2019 18:44;Целевая 6% на Отток;false;213190602;105026365354;186;94,22;5,65
03.12.2019 12:54;Целевая 7% на Новых;false;213100171;103907933585;83;83,34;5,83
03.12.2019 17:31;Целевая 6% на Отток;false;213519364;103936902194;276;138,57;8,31
31.12.2019 15:49;Целевая 7% на Новых;false;213046607;106913931774;376;375,74;26,30
06.12.2019 13:49;Целевая 7% на Новых;false;219301794;104238893825;1 298;649,07;19,48
19.12.2019 10:03;Целевая 7% на Новых;false;220930911;105532692523;783;392,69;27,49
16.12.2019 10:30;Целевая 7% на Новых;false;286969931;105259284702;7;7,40;0,52
16.12.2019 16:50;Контрольная 7% на Новых;true;213132239;105289197230;47;47,42;1,43
12.12.2019 18:46;Контрольная 7% на Новых;true;220781480;104919083049;1 038;519,82;15,59
04.12.2019 14:20;Контрольная 7% на Новых;true;247546302;104018946556;42;42,38;1,27
08.12.2019 11:46;Контрольная 6% на Отток;true;213500453;104447362018;2 965;1 483,18;44,50
04.12.2019 14:28;Целевая 7% на Новых;false;212881555;104019691639;493;334,06;23,38
08.12.2019 12:13;Целевая 7% на Новых;false;216932557;104448841709;27;26,84;1,88
07.12.2019 15:35;Целевая 7% на Новых;false;218498007;104376868863;161;80,29;5,62
22.12.2019 14:46;Целевая 6% на Отток;false;296055844;105896585907;41;40,96;2,46
09.12.2019 12:46;Целевая 7% на Новых;false;219750456;104547651539;313;156,51;10,95
09.12.2019 18:23;Целевая 7% на Новых;false;238754646;104590525583;855;699,89;48,99
09.12.2019 15:47;Целевая 6% на Отток;false;202473732;104570636452;368;184,62;11,07
11.12.2019 16:55;Целевая 6% на Отток;false;231540804;104790937797;178;177,98;10,68
31.12.2019 9:35;Целевая 7% на Новых;false;225693356;106882520576;184;183,63;12,85
19.12.2019 13:52;Целевая 7% на Новых;false;212720357;105546650818;776;388,24;27,18
30.12.2019 14:35;Целевая 7% на Новых;false;251646384;106787438298;1 620;1 145,64;80,19
25.12.2019 13:32;Целевая 7% на Новых;false;217455565;106207753386;689;344,66;24,13
12.12.2019 19:25;Целевая 7% на Новых;false;226903512;104922726398;190;190,41;13,32
04.12.2019 22:38;Контрольная 7% на Новых;true;229489326;104074983622;110;55,09;1,65
20.12.2019 14:43;Целевая 7% на Новых;false;213232916;105688316119;883;441,42;30,91
29.12.2019 17:34;Целевая 7% на Новых;false;281137195;106705669728;259;259,49;18,17
24.12.2019 17:03;Целевая 7% на Новых;false;229193968;106129684345;21;21,05;1,48
22.12.2019 11:12;Целевая 7% на Новых;false;221034469;105880704359;626;313,59;21,95
01.01.2020 17:00;Целевая 7% на Новых;false;212121450;106978987367;1 526;762,78;53,39
01.01.2020 13:40;Контрольная 7% на Новых;true;270951308;106977085629;661;344,66;10,34
06.12.2019 17:46;Целевая 7% на Новых;false;213743678;104261853601;69;69,22;4,85
30.12.2019 17:03;Контрольная 7% на Новых;true;239702742;106799439490;1 168;823,66;24,71
30.12.2019 15:35;Целевая 6% на Отток;false;220160609;106792341406;268;259,75;15,59
12.12.2019 17:38;Целевая 7% на Новых;false;213372291;104912681907;260;131,23;9,20
29.12.2019 18:07;Целевая 6% на Отток;false;213265918;106708489295;528;264,15;7,92
07.12.2019 16:08;Целевая 7% на Новых;false;214215502;104379368150;2 104;2 104,00;147,29
12.12.2019 18:53;Целевая 6% на Отток;false;230088760;104919276333;1 402;748,23;22,45
23.12.2019 18:42;Целевая 7% на Новых;false;237884825;106030240097;422;211,18;14,79
23.12.2019 14:15;Целевая 6% на Отток;false;319552213;106002967843;123;122,89;3,69
29.12.2019 12:36;Целевая 7% на Новых;false;229335394;106680307290;129;64,64;4,52
02.01.2020 16:24;Целевая 7% на Новых;false;239042723;106988382256;321;321,36;22,50
13.12.2019 11:33;Контрольная 7% на Новых;true;232233735;104990287648;90;46,47;1,40
26.12.2019 13:26;Целевая 7% на Новых;false;239192378;106298264291;500;310,76;9,32
27.12.2019 19:28;Целевая 6% на Отток;false;219352927;106469604698;263;131,58;3,94
21.12.2019 14:35;Целевая 7% на Новых;false;213247348;105805393644;247;124,30;3,73
05.12.2019 1:52;Целевая 7% на Новых;false;203856426;104097019753;421;420,94;29,47
08.12.2019 16:14;Целевая 7% на Новых;false;213497357;104464554038;1 622;812,22;56,86
08.12.2019 16:46;Целевая 6% на Отток;false;219352927;104466476191;42;42,38;2,54
29.12.2019 14:10;Контрольная 7% на Новых;true;212810869;106688161325;5 454;2 931,05;87,93
17.12.2019 8:32;Целевая 7% на Новых;false;230396035;105360589701;782;392,13;27,45
17.12.2019 14:08;Целевая 7% на Новых;false;219593535;105383284179;55;28,25;1,98
05.12.2019 18:16;Целевая 7% на Новых;false;217274030;104169387275;125;104,53;7,32
05.12.2019 17:47;Целевая 7% на Новых;false;245951368;104166833024;14;14,13;0,99
11.12.2019 19:49;Целевая 7% на Новых;false;221587300;104808504594;848;848,10;59,37
19.12.2019 19:00;Целевая 7% на Новых;false;250474915;105575877411;1 426;714,19;49,99
27.12.2019 12:52;Целевая 7% на Новых;false;228460515;106431017280;1 081;541,01;16,23
21.12.2019 18:15;Целевая 6% на Отток;false;219774563;105825362860;107;53,68;1,61
21.12.2019 15:15;Целевая 6% на Отток;false;213648073;105808973777;1 035;517,67;31,05
21.12.2019 15:03;Целевая 7% на Новых;false;234789863;105807982552;3 417;2 933,88;205,37
10.12.2019 14:47;Целевая 7% на Новых;false;232973203;104692145462;47;24,01;0,72
29.12.2019 17:20;Целевая 7% на Новых;false;213706674;106704397489;452;226,01;15,82
07.12.2019 16:50;Целевая 7% на Новых;false;279306314;104382631097;83;83,34;2,50
02.01.2020 13:18;Целевая 6% на Отток;false;213909213;106986180496;1 016;662,49;19,87
05.12.2019 10:41;Целевая 6% на Отток;false;213473710;104132130759;305;304,55;18,28
22.12.2019 10:27;Целевая 6% на Отток;false;213517067;105877348611;228;177,21;5,31
09.12.2019 16:21;Целевая 6% на Отток;false;212850719;104574946426;732;732,30;43,93
09.12.2019 16:22;Целевая 6% на Отток;false;212850719;104575172052;963;963,11;28,89
09.12.2019 16:03;Контрольная 7% на Новых;true;238490689;104572564290;35;35,31;1,06
28.12.2019 17:12;Целевая 6% на Отток;false;213676865;106586289535;96;48,03;1,44
31.12.2019 15:31;Целевая 7% на Новых;false;243048614;106912436667;841;841,18;25,24
26.12.2019 14:40;Целевая 7% на Новых;false;235321508;106305710569;126;62,86;1,89
04.12.2019 13:10;Целевая 7% на Новых;false;212996322;104011177424;41;40,96;2,87
20.12.2019 19:09;Целевая 7% на Новых;false;212875667;105713363231;167;83,34;2,50
23.12.2019 18:13;Целевая 7% на Новых;false;224231379;106027311528;1 173;586,63;41,06
07.12.2019 10:28;Целевая 7% на Новых;false;220236533;104353504122;1 183;973,53;68,16
05.12.2019 21:48;Целевая 7% на Новых;false;238618093;104187168782;134;134,02;9,39
31.12.2019 10:59;Целевая 7% на Новых;false;224939349;106889254011;3 050;1 915,59;134,08
31.12.2019 13:22;Целевая 6% на Отток;false;318586560;106901455186;738;664,40;39,86
08.12.2019 14:30;Целевая 7% на Новых;false;213231288;104457276952;1 277;731,70;51,22
10.12.2019 12:59;Контрольная 7% на Новых;true;219564254;104682470135;887;443,54;13,31
07.12.2019 18:37;Целевая 7% на Новых;false;241668472;104391156135;164;163,86;11,47
03.01.2020 13:02;Контрольная 6% на Отток;true;232346062;106999349592;634;317,82;9,53
06.12.2019 17:54;Целевая 6% на Отток;false;213976003;104262765107;1 942;1 941,91;116,51
30.12.2019 15:36;Целевая 7% на Новых;false;227593276;106792379670;608;304,41;21,32
25.12.2019 18:26;Целевая 7% на Новых;false;297022990;106233362950;76;38,14;2,67
14.12.2019 17:51;Целевая 7% на Новых;false;266748654;105135046646;585;292,33;8,77
21.12.2019 8:59;Контрольная 7% на Новых;true;224924700;105785736317;393;392,69;11,78
12.12.2019 10:42;Целевая 7% на Новых;false;239199739;104876253321;182;182,22;12,76
08.12.2019 19:30;Целевая 7% на Новых;false;240108371;104477669929;140;139,84;9,79
23.12.2019 15:22;Целевая 7% на Новых;false;232796483;106010399693;917;755,72;22,67
23.12.2019 10:17;Целевая 7% на Новых;false;247996396;105981383606;313;156,65;10,98
10.12.2019 17:22;Целевая 7% на Новых;false;229480938;104703526146;306;305,68;21,40
24.12.2019 11:28;Целевая 7% на Новых;false;212790943;106103254143;28;28,25;1,98
03.01.2020 20:45;Контрольная 7% на Новых;true;287556309;107036350648;1 024;512,76;15,38
05.12.2019 10:32;Целевая 7% на Новых;false;203381362;104132035965;309;309,35;21,65
13.12.2019 19:24;Целевая 7% на Новых;false;285373427;105029872075;92;91,82;6,43
18.12.2019 8:31;Целевая 7% на Новых;false;212720977;105447448474;716;716,17;50,13
28.12.2019 17:49;Целевая 7% на Новых;false;264412073;106590458691;1 572;1 572,10;47,17
26.12.2019 8:25;Целевая 7% на Новых;false;212937543;106282655707;42;21,19;0,64
30.12.2019 20:14;Целевая 7% на Новых;false;231807840;106814940137;681;340,43;23,83
25.12.2019 11:32;Целевая 7% на Новых;false;212752497;106199773862;102;101,70;7,12
12.12.2019 16:59;Целевая 7% на Новых;false;315293128;104908878596;289;288,87;20,23
20.12.2019 11:43;Целевая 7% на Новых;false;214218670;105671173547;434;434,29;30,40
08.12.2019 9:11;Целевая 7% на Новых;false;226307538;104438438553;186;186,03;13,02
24.12.2019 14:31;Целевая 7% на Новых;false;320274938;106116616487;708;600,62;42,05
07.12.2019 16:09;Целевая 7% на Новых;false;223584841;104379399758;589;294,52;20,62
07.12.2019 14:26;Целевая 7% на Новых;false;240186954;104371625373;334;166,82;11,67
22.12.2019 12:02;Целевая 7% на Новых;false;228393170;105883673353;1 224;613,05;42,91
